"","Veh_Mock_R1","Veh_Mock_R2","Veh_Mock_R3","Amp_Mock_R1","Amp_Mock_R2","Amp_Mock_R3","Amp_Tri_R1","Amp_Tri_R2","Amp_Tri_R3"
"12361",1827,2450,2151,2377,2215,3099,2131,2661,1920
"12362",7308,7976,8030,7454,7256,9030,6366,7223,6307
"12363",675,650,661,498,507,605,437,576,368
"12364",27,41,40,7,18,12,21,27,31
"12365",0,1,0,0,0,0,0,0,0
"12366",1600,2105,1925,1655,1776,2042,2036,2558,1748
"12367",5523,6593,6289,5245,4653,6297,5888,7610,5818
"12368",1330,1555,1396,1628,1554,1887,1453,2176,1373
"12369",3433,4396,4121,3942,3724,4400,3364,4057,3069
"12370",3792,5173,4795,4252,3863,4881,4329,5584,4105
"12371",1018,1222,1159,1210,1130,1373,990,1481,1034
"12372",1,1,3,1,0,0,0,0,0
"12373",0,0,0,0,0,0,0,0,0
"12374",13,24,23,15,16,21,18,44,19
"12380",10147,13160,11866,12514,10915,15515,10093,12692,9557
"12385",19564,25825,23153,22952,19632,25566,18008,23413,16658
"12386",2,6,13,2,4,9,1,6,3
"12387",28277,37833,35365,30997,28431,36460,32778,43367,32246
"12388",13542,20657,17980,17020,15782,20181,15587,19845,14465
"12389",0,2,0,0,0,1,2,0,0
"12390",82,117,67,34,23,53,42,69,58
"12391",0,0,0,0,0,0,0,0,0
"12393",16,12,11,17,10,16,23,17,26
"12394",419,470,467,518,538,588,404,491,389
"12395",9,6,13,6,3,15,12,14,11
"12396",680,839,901,852,848,1111,903,1128,780
"12398",780,862,713,613,678,711,818,981,527
"12399",55,62,85,61,56,105,125,193,70
"12400",1529,1773,1547,1641,1599,1979,1801,2150,1302
"12401",0,0,0,0,0,0,0,0,0
"12402",430,674,655,456,461,785,590,650,393
"12404",0,0,0,0,0,1,0,1,0
"12405",0,0,0,0,0,0,0,0,0
"12406",1,3,4,1,1,1,2,2,0
"12408",12524,12388,12481,10478,10180,11340,9891,12542,9999
"12409",535,483,548,424,418,450,730,1027,1065
"12411",10634,10203,12523,7717,7384,9001,7176,8816,6688
"12412",1410,1658,1789,1501,1371,1877,1515,2118,1629
"12416",224,261,234,210,198,225,264,337,209
"12417",4177,4881,5263,4381,4058,5938,4667,6126,4619
"12418",616,660,667,707,653,761,654,1046,647
"12419",2675,3212,3142,2914,2569,3713,3527,4355,2875
"12421",1513,2101,2015,1723,1564,2319,1827,2359,1799
"12424",46,37,40,159,104,130,157,189,120
"12425",1,1,8,0,2,6,2,4,3
"12426",0,0,0,0,0,0,0,1,0
"12427",15,17,16,18,11,14,26,20,19
"12428",2996,4113,3174,3848,2861,4183,3867,5317,3317
"12442",1927,2345,1798,1802,1247,1783,1741,2331,1474
"12443",2770,3734,3414,2582,2380,3067,3420,4755,2799
"12444",4329,5793,5500,4236,4011,5517,4992,7470,4826
"12445",1470,1697,1542,1913,1667,1867,2154,3005,2055
"12447",488,513,501,571,440,644,700,836,522
"12448",263,292,214,348,242,323,420,516,275
"12449",749,955,682,875,644,826,859,1118,563
"12450",2747,3708,3590,4420,3803,5731,4063,5030,3731
"12452",3054,3635,3288,2608,2540,3731,2552,2829,2384
"12453",9044,12078,10425,10300,10041,12493,9425,12848,9284
"12454",1325,1733,1421,1620,1413,1716,1474,2100,1198
"12455",407,484,499,461,423,618,493,679,398
"12457",2505,2939,3279,1305,1229,1727,1701,1937,1395
"12458",0,0,0,4,2,0,2,0,3
"12460",3787,3629,4363,2888,2508,3404,3389,4144,3876
"12461",9445,10876,11049,10708,9775,13011,10586,13604,10320
"12462",8058,8881,9725,9811,8614,11182,9894,12605,9618
"12464",6287,7538,8084,7791,7094,9620,8095,10220,8014
"12465",9767,10709,11012,10232,9362,12573,10371,13464,10539
"12466",5476,6540,6428,6476,6077,8097,6941,9221,7007
"12467",25,25,28,30,17,28,33,33,14
"12468",9825,10417,11244,9672,8443,11179,10289,14023,10575
"12469",7531,8744,9047,8343,7060,9718,8902,12010,8970
"12475",673,920,819,629,539,697,548,684,522
"12476",3721,4336,4097,4285,3990,4455,4023,5321,3579
"12477",3,4,6,3,8,9,12,24,12
"12478",2,0,1,2,7,4,7,2,21
"12479",77,68,89,97,77,124,74,90,56
"12480",2,1,0,3,6,2,5,3,0
"12481",29,21,30,22,16,35,41,79,29
"12482",3,9,6,6,8,11,11,6,18
"12483",16,16,18,26,18,20,22,26,44
"12484",5065,6522,5664,5187,4464,6128,5373,7063,4845
"12487",4,11,9,10,11,24,19,23,11
"12488",6990,9602,9042,9175,8323,12062,10304,13539,10500
"12489",1,2,0,1,2,3,3,3,1
"12490",0,2,1,0,2,1,1,0,1
"12491",3,4,2,2,2,3,3,3,3
"12492",6169,7673,7654,5882,6185,7833,5844,7374,5711
"12493",72,76,93,66,69,112,81,148,81
"12494",2065,2898,2317,2695,2660,3198,2323,3160,2469
"12495",4,3,6,5,7,3,6,14,4
"12496",705,786,733,884,852,1027,799,879,701
"12497",3860,3963,4499,4156,3919,4797,3975,4607,4022
"12499",22328,24305,26924,18274,17864,23268,17638,22252,18286
"12500",87,80,110,93,82,148,152,215,124
"12501",126,152,160,79,120,176,172,346,131
"12502",135,134,166,103,148,204,207,411,157
"12503",72,86,94,71,61,73,96,140,63
"12504",5,2,2,5,14,4,6,7,18
"12505",2708,3425,3059,2085,1941,2420,3233,4130,2431
"12506",31,39,36,14,31,46,47,92,41
"12507",5,2,4,5,8,4,5,8,8
"12508",30,47,64,42,48,85,105,181,85
"12509",15,8,25,8,8,12,15,30,22
"12511",7,6,17,11,14,13,11,28,9
"12512",20159,19942,23772,20285,19985,24711,18165,22228,19458
"12514",49,29,45,49,43,51,52,72,46
"12515",64,58,76,86,131,208,163,277,133
"12516",249,274,320,187,218,408,386,765,302
"12517",48,46,44,26,32,49,55,97,61
"12518",8,7,2,15,13,13,17,8,28
"12519",5,6,1,2,4,7,5,9,4
"12520",2804,2946,2943,1773,1513,1723,2775,3913,2304
"12521",7263,8468,8099,7604,7016,7866,5971,7567,5106
"12522",65,61,62,36,69,52,36,60,44
"12523",57,62,76,44,69,87,86,109,72
"12524",1,0,0,2,0,7,7,4,3
"12525",61,93,96,59,68,131,143,230,110
"12526",4,4,4,3,4,7,7,8,7
"12527",4577,5414,4715,5039,4899,5912,6306,9045,6880
"12530",2380,3037,2892,2609,2314,2939,2406,3538,2421
"12531",1389,1568,1333,1259,1011,1338,1331,2007,1308
"12532",307,336,278,291,200,363,338,429,329
"12534",1727,1942,1649,1800,1372,2034,2043,2687,1675
"12537",3586,4067,4193,4528,4347,5656,4158,5094,4261
"12539",6965,7493,8134,7812,6983,8606,7374,10010,7718
"12540",15809,18595,18451,16171,14772,19291,15788,20566,15822
"12544",602,666,560,559,409,654,638,823,447
"12545",232,246,238,262,200,311,380,394,237
"12549",78,144,98,100,109,122,173,174,94
"12550",29157,37620,34620,31970,30029,37426,36110,48358,35013
"12552",20,32,34,33,29,50,46,27,25
"12554",0,0,1,2,1,2,1,2,1
"12555",0,2,0,0,0,0,0,0,0
"12556",1,2,2,0,2,2,3,1,0
"12557",30272,42699,36277,40369,34872,47088,33099,40537,28311
"12558",0,1,1,6,1,0,4,2,0
"12560",18,15,15,20,8,23,18,31,19
"12561",1,3,5,1,0,3,0,2,5
"12562",0,0,0,0,0,0,1,0,0
"12563",3,4,8,10,16,13,3,10,3
"12564",0,0,0,0,0,0,0,0,0
"12565",0,1,0,0,0,0,0,0,0
"12566",1122,1209,1167,1186,1022,1391,1274,1828,1195
"12567",4250,4579,4843,4954,4531,5882,4447,5711,4048
"12568",1485,1438,1550,1653,1745,2191,1554,1880,1754
"12569",24,27,14,22,18,35,31,41,18
"12570",10,11,7,5,6,9,8,16,2
"12571",1895,2027,2085,2135,2044,2679,2166,2640,1474
"12572",1036,1209,1148,1197,1131,1454,1165,1553,1130
"12575",13920,14344,15760,10791,10120,13377,8797,11863,9380
"12576",2321,3130,2548,2426,2360,2934,2050,3226,2209
"12577",249,228,249,374,433,463,403,531,390
"12578",0,0,0,0,0,0,0,1,0
"12579",908,1044,1213,2198,2023,2778,928,1212,1201
"12580",793,901,754,820,650,872,718,917,569
"12581",350,374,338,371,273,428,288,456,331
"12583",1381,1458,1521,1300,1100,1414,1354,1907,1385
"12585",155,193,179,143,123,186,206,215,147
"12587",86,83,103,42,41,57,46,35,49
"12589",93,99,97,109,131,130,220,296,213
"12590",17417,18607,19384,18202,16015,18642,15132,20793,14470
"12591",17865,20364,17783,18035,16498,19266,15457,23761,16944
"12592",0,0,0,0,0,0,0,0,0
"12593",410,467,519,712,675,914,599,656,506
"12606",2975,3752,3587,3709,3285,4146,3113,4482,3359
"12607",1438,1690,1796,1495,1453,1954,1805,2250,1542
"12608",831,1108,955,822,761,1000,981,1310,940
"12609",756,638,839,631,629,759,582,633,478
"12611",3739,4668,4901,3703,3690,5229,3771,5206,4450
"12613",3,2,1,5,5,1,0,2,1
"12614",1363,1598,1601,1301,1359,1521,1589,1948,1202
"12615",1271,1425,1141,1168,863,1172,1156,1424,993
"12616",11696,12589,13374,13350,12252,14648,10427,14014,11442
"12617",634,774,718,799,716,1003,720,946,692
"12622",5,1,4,4,1,3,5,2,1
"12623",22733,19728,20819,9998,9566,10031,11256,13129,9935
"12626",1757,2012,1903,2061,1845,2592,1492,1757,1412
"12627",0,0,0,0,0,0,0,0,0
"12628",2,0,1,1,0,2,1,0,0
"12630",1,6,1,1,2,1,3,3,4
"12631",27964,31087,32520,32504,28274,38527,29119,37146,32807
"12632",1169,1351,1469,1459,1392,1956,1373,1790,1420
"12633",1851,2359,2650,1953,1909,2805,2019,2456,1869
"12638",6255,7443,8356,5928,5592,8258,9802,11678,8099
"12640",7,3,8,3,1,3,1,1,2
"12642",0,1,1,1,1,1,3,0,0
"12643",49,61,72,54,60,67,54,109,71
"12647",2,6,5,5,2,6,9,10,3
"12648",1844,2377,2229,2024,1788,2432,2222,2637,1778
"12649",363,386,378,334,277,457,544,619,439
"12651",3300,3241,3947,3876,3796,5132,3506,4000,3554
"12652",1173,1015,1339,1235,1139,1354,1311,2002,1181
"12653",2041,1975,2258,2466,2087,2441,2366,3513,1989
"12654",2,0,1,1,1,0,0,1,0
"12655",0,0,1,0,0,1,0,2,0
"12659",49,32,40,48,37,49,45,56,55
"12660",1115,1220,1294,2092,1990,2757,1732,2283,1826
"12661",1,2,5,1,3,6,1,7,1
"12662",473,715,641,720,591,952,697,887,537
"12663",257,386,322,336,358,485,457,534,342
"12667",14,11,8,4,4,1,16,11,6
"12669",93,107,69,73,80,95,91,99,44
"12671",36,47,25,30,45,57,35,31,18
"12672",26,26,21,6,12,9,11,33,13
"12675",3315,4572,4360,4211,3843,5772,3916,4752,3863
"12677",1,2,3,2,2,4,1,2,3
"12683",2,1,3,1,1,0,1,8,3
"12684",2734,3328,3561,3795,3349,4536,2561,3359,2724
"12686",12,12,7,3,5,6,6,9,3
"12695",3105,3947,3626,3679,3582,4642,3042,3912,2887
"12696",1315,1180,1472,1747,1886,2303,1240,1405,1305
"12700",444,579,455,264,334,337,280,479,292
"12702",216,287,221,395,509,555,464,608,440
"12703",88,89,77,70,82,84,82,92,48
"12704",447,620,498,635,523,710,613,719,418
"12705",11,11,11,14,15,18,24,37,19
"12709",479,549,348,1175,635,827,2376,4118,2677
"12715",1,1,2,2,1,2,0,1,2
"12716",15833,18246,18343,41576,37145,50192,26979,31668,28623
"12721",306,317,368,230,310,484,401,687,390
"12722",219,225,216,312,261,339,239,275,127
"12723",42,52,26,40,24,28,56,89,45
"12724",10316,11602,10508,11557,10386,12518,8356,9237,6775
"12725",2954,3744,3681,3702,3388,4797,3560,4481,3219
"12727",3270,3806,3962,3892,3785,4736,2967,3345,2674
"12728",300,476,360,422,326,478,323,350,247
"12729",2398,2746,2746,2623,2394,3222,2859,3813,2800
"12733",0,0,0,0,0,0,0,0,1
"12737",0,0,0,1,2,2,7,1,2
"12738",2834,3973,3102,2147,1937,2402,3953,5250,3049
"12739",18541,21374,20640,23055,21757,24667,17133,23789,17749
"12740",2217,3462,1760,832,976,1001,1448,2080,1460
"12741",13,7,12,0,1,0,2,1,1
"12745",1,0,0,0,0,0,0,0,0
"12747",4297,4545,4807,5067,4987,7026,5775,6837,5259
"12748",936,809,974,1084,941,1316,1169,1343,1030
"12750",1457,1598,1819,1689,1819,2671,2022,2186,1898
"12751",1540,1936,1835,2370,2117,2504,2067,2682,1860
"12752",1025,962,1070,1081,1188,1266,1125,1541,1136
"12753",1642,2466,2097,2479,2154,3331,2640,3292,2214
"12757",6550,7105,7669,8963,8138,10199,7521,10034,7839
"12759",5,10,12,21,30,14,20,27,27
"12763",3649,5015,3905,4885,4542,7671,4649,6214,4241
"12764",6771,8302,7584,8788,8168,10147,6827,8915,6815
"12765",112,96,124,102,124,132,106,132,108
"12766",25,24,30,19,27,48,35,72,15
"12767",14,15,20,42,53,47,76,111,67
"12768",60,92,68,97,108,152,88,117,99
"12769",31,23,27,42,36,44,23,63,26
"12770",0,0,0,0,0,0,0,0,0
"12771",0,0,0,0,0,0,0,0,0
"12772",7,10,4,11,15,15,9,17,9
"12773",28,29,41,23,23,38,16,35,31
"12774",6,5,0,7,6,7,11,18,11
"12775",5,4,3,15,6,6,22,9,13
"12776",0,0,1,0,0,0,1,2,1
"12777",45,33,31,25,25,24,40,43,36
"12778",66,70,73,34,53,55,36,54,30
"12780",33,148,54,75,57,100,48,90,68
"12785",11790,12716,14352,12204,11666,16158,12222,15584,13233
"12788",1,1,3,0,0,1,1,3,2
"12789",0,1,0,0,0,0,0,0,0
"12790",23,30,14,35,29,37,28,43,20
"12793",2735,2976,3121,3148,3029,4207,3312,4287,3773
"12794",16,9,19,23,21,18,20,22,14
"12795",1281,1380,1138,1936,1958,2317,2008,2246,1617
"12796",0,0,1,1,1,0,0,0,2
"12797",0,0,0,0,1,1,1,0,1
"12798",365,454,433,321,325,369,760,1467,885
"12799",889,1050,957,1258,1178,1312,1291,1720,1316
"12801",0,1,1,6,8,9,4,3,1
"12802",18,14,25,22,22,30,16,24,19
"12803",33,31,37,29,22,38,50,46,34
"12804",1,2,2,0,0,0,0,0,1
"12805",68,64,64,107,66,102,100,109,79
"12807",470,539,509,596,622,830,527,570,428
"12808",2096,2705,2801,3456,3267,4517,2798,3173,2288
"12810",2,3,3,7,5,13,13,18,5
"12812",359,365,394,373,334,416,443,420,325
"12813",0,2,1,2,2,2,4,1,4
"12814",0,0,0,0,0,0,0,0,0
"12815",72,50,86,69,49,77,126,129,98
"12816",0,0,0,1,0,0,0,0,0
"12817",0,0,0,0,0,0,0,0,0
"12818",0,1,0,0,1,2,0,1,1
"12819",7,8,15,8,11,6,8,14,3
"12821",2,1,3,2,4,4,2,9,1
"12822",18,11,20,10,9,11,14,25,14
"12823",6,0,5,2,2,0,0,1,1
"12824",0,0,0,1,0,0,1,0,0
"12825",2,5,0,2,2,3,2,1,0
"12826",0,1,2,2,6,8,3,7,1
"12827",0,0,0,1,0,1,3,1,0
"12828",8,11,9,15,27,23,14,22,7
"12829",9,5,9,8,5,6,5,14,9
"12830",2,1,2,0,1,0,1,2,0
"12831",13,9,13,18,12,10,10,24,4
"12832",0,0,0,0,2,0,0,0,0
"12833",0,0,0,0,0,0,1,2,0
"12834",0,1,1,1,3,0,4,1,0
"12835",0,1,0,0,0,0,0,0,0
"12836",83,82,99,110,86,112,122,137,130
"12837",64,58,59,14,21,22,25,26,12
"12839",2,0,0,2,1,1,3,4,4
"12840",0,0,1,0,0,1,0,0,0
"12841",27,14,22,14,14,17,17,14,10
"12842",29,14,19,15,20,31,15,28,18
"12843",6,11,14,14,19,24,14,11,11
"12845",17,12,16,18,6,14,6,16,11
"12846",4120,4397,4548,4715,4333,5498,4327,5814,3948
"12847",9289,12051,11415,10799,10003,13179,11568,15163,10506
"12848",2321,2753,2724,2966,2716,3848,3053,4224,2983
"12850",1891,1916,1949,2655,2315,2776,1608,1829,1303
"12854",1,3,1,1,3,0,2,0,0
"12856",2815,2828,3609,2700,2527,3699,2326,2722,3025
"12857",49484,48477,58520,51011,50251,62529,43285,52642,46145
"12858",18445,20086,22476,20491,19759,28816,18167,21711,21119
"12859",19367,19868,20025,22412,19528,22233,17076,22389,17155
"12861",30280,28157,33235,31053,27597,35669,25892,30775,28900
"12862",0,1,0,1,3,1,0,2,1
"12864",17501,16874,19945,19895,19011,25364,15513,19452,17058
"12865",2479,2303,2473,932,874,1035,1142,1323,1295
"12866",8288,8359,8603,10642,9765,12547,8430,10491,8083
"12867",14581,14457,16116,16469,16267,21611,13543,15665,14751
"12868",19309,20099,18626,25878,21524,23794,19329,24721,15765
"12869",0,0,0,1,0,1,0,0,0
"12870",10,15,4,18,9,15,12,13,3
"12873",5,4,2,2,2,1,5,11,2
"12874",3583,5047,4319,4607,4490,6130,4941,6117,4469
"12876",82,96,88,117,109,148,85,165,88
"12877",1,0,3,0,2,3,2,1,2
"12879",0,0,2,1,1,4,2,0,1
"12889",0,2,2,11,9,7,4,10,5
"12890",308,316,341,278,285,345,197,267,189
"12891",0,0,0,0,0,0,0,0,0
"12892",1387,1756,1748,1527,1287,1760,1594,1965,1413
"12894",12722,17141,14342,11323,11114,13342,11007,14637,9971
"12895",278,251,272,307,294,430,382,504,305
"12896",3994,5354,5090,4316,4218,5241,4729,6191,4731
"12902",1,5,2,12,7,11,8,6,18
"12903",1,0,0,0,0,0,0,0,1
"12904",2,1,1,1,1,3,1,1,0
"12905",316,349,352,336,250,348,254,405,303
"12908",2396,2944,2919,3088,2763,3425,2555,3508,2362
"12909",849,845,918,881,838,1005,795,1014,712
"12912",1172,1481,1545,1236,1152,1683,1853,2202,1569
"12913",1842,1968,2143,2210,2096,2615,1914,2438,1978
"12914",793,950,870,927,866,1105,1107,1200,616
"12915",2327,2394,2484,2346,2103,2492,2375,3020,2082
"12916",168,166,156,221,216,294,304,333,241
"12918",0,0,0,0,0,0,0,0,0
"12919",0,0,1,0,0,0,3,3,2
"12921",0,0,0,0,0,0,0,0,0
"12922",1,1,0,0,0,0,0,1,0
"12925",9924,12169,12781,2923,2976,4221,4322,4670,4888
"12927",3838,4744,4329,3717,3393,3993,3412,4510,3012
"12928",6382,8015,8215,6688,6303,8519,7080,9599,7378
"12929",1523,1935,1967,1629,1548,2203,1803,2390,1711
"12931",20,22,14,3,6,2,16,47,37
"12933",4,2,4,4,3,7,2,15,0
"12934",263,227,174,309,301,359,254,413,281
"12936",1,0,0,0,0,0,0,0,0
"12937",0,0,0,0,0,0,0,0,0
"12939",0,0,2,4,0,0,0,0,0
"12941",0,0,0,0,0,0,0,0,0
"12942",0,1,0,0,0,0,0,0,1
"12943",0,0,0,0,2,3,0,0,0
"12944",23,33,26,33,33,54,41,35,37
"12945",273496,345067,332276,222476,196727,253834,284554,372774,238140
"12946",2160,2552,2452,2763,2691,3258,2273,2768,2005
"12950",11,18,18,16,19,27,12,15,8
"12951",11,8,10,9,11,8,18,10,4
"12952",408,451,609,637,536,844,632,689,486
"12953",850,883,1076,834,962,1335,646,843,720
"12954",0,1,0,0,0,0,0,0,0
"12955",2,4,0,2,1,3,3,4,3
"12957",0,1,0,0,0,0,0,0,0
"12958",7,7,1,10,9,7,6,9,2
"12959",4,9,13,1,0,1,1,3,4
"12960",46,40,42,8,7,3,6,13,10
"12961",1,0,0,0,0,0,2,0,0
"12962",67,55,90,107,70,134,66,60,52
"12964",0,0,0,0,0,0,0,2,1
"12965",0,0,0,0,0,0,0,0,0
"12966",0,0,0,0,0,0,0,0,0
"12967",0,0,0,0,0,0,0,0,0
"12968",0,0,0,0,0,0,0,0,0
"12969",0,0,0,0,0,0,0,0,0
"12970",1,0,0,1,0,0,1,1,1
"12971",119,134,134,76,73,69,92,170,108
"12972",1037,1020,1323,980,1132,1338,916,1112,904
"12974",16691,20596,19194,20332,17159,21728,17919,22301,15629
"12977",7,12,14,11,7,11,11,18,2
"12978",5,1,5,6,9,3,8,14,3
"12981",2,0,2,0,0,2,0,4,1
"12982",567,553,645,718,718,827,618,660,518
"12983",7,9,12,15,36,14,32,45,21
"12984",5,5,5,6,5,6,13,15,4
"12985",2,3,1,0,1,0,2,2,0
"12986",9,7,9,4,10,22,16,13,11
"12988",4581,5410,5093,4567,4240,4948,4196,6294,4235
"12990",0,0,0,0,0,0,0,0,0
"12991",0,0,0,0,0,0,0,0,0
"12992",3,5,7,12,8,9,5,9,1
"12993",0,0,0,0,0,0,0,0,0
"12994",0,0,0,0,0,0,0,0,0
"12995",6352,7539,7730,7047,6508,8813,6826,8763,6717
"13000",1363,1493,1519,1581,1421,1713,1476,1895,1337
"13001",4050,4236,4153,4326,3809,4863,4037,5462,3785
"13002",3983,5017,5034,6013,5462,7220,4516,5329,3958
"13003",5,3,12,2,3,10,7,5,3
"13004",15,4,11,12,10,18,10,10,7
"13006",3105,3676,3797,3837,3602,5046,3841,4923,3550
"13007",512,503,483,318,340,353,515,746,470
"13008",7400,8216,7881,7514,7077,8935,6091,7940,5964
"13009",0,0,0,0,0,0,0,0,0
"13010",3249,3556,3498,3589,3331,3947,3278,4362,3152
"13011",10,8,13,5,7,18,20,40,11
"13012",0,0,0,0,0,0,0,0,0
"13013",0,0,0,0,0,0,0,0,0
"13014",1989,1940,2118,2299,2222,2876,2190,2795,2291
"13016",10850,11790,12133,12708,11409,13770,9029,10536,8046
"13017",1967,2413,2406,2342,2033,2839,2477,3405,2441
"13018",2817,3340,3176,3307,2936,3942,3601,4308,2713
"13019",102,115,103,85,78,83,80,105,60
"13024",65,56,46,62,68,65,52,96,53
"13025",4,2,2,13,9,14,9,21,9
"13026",3594,4758,4479,3767,3360,4417,3256,4122,3103
"13030",14651,16977,16988,20584,18470,23361,17461,21730,16460
"13032",1597,2203,1683,2248,2049,2589,2243,3133,2001
"13033",12477,12168,13798,13933,13241,17215,12170,15026,12643
"13034",17158,22967,21240,21396,20799,23241,25836,36841,22027
"13035",0,1,0,0,0,0,0,2,0
"13036",1578,1954,1588,755,633,739,854,1148,790
"13038",3,5,10,8,9,7,8,16,12
"13039",2162,2267,2589,2165,2161,2832,2992,4317,3211
"13040",6410,7568,8953,7547,7857,10873,6232,7451,7124
"13041",241,220,284,195,211,349,266,471,197
"13043",12989,15094,15564,13693,12641,16300,11976,14548,11515
"13046",4839,5741,6139,5267,4927,6885,6332,8091,6254
"13047",3553,4325,4319,3624,3282,4033,3397,4735,3064
"13048",20,18,23,13,12,14,13,20,15
"13051",12,8,13,8,10,19,14,15,15
"13052",4143,5816,5517,5382,4994,7580,6014,7819,5897
"13056",4282,4953,5502,4387,4117,5459,4010,4837,4086
"13057",3228,3484,4261,991,1313,1266,1559,2133,1869
"13058",4,3,2,4,3,1,6,13,8
"13063",20456,22685,21870,24239,21015,28037,20736,26137,20626
"13067",0,2,0,6,4,8,6,4,3
"13070",4,1,0,0,0,0,1,4,1
"13072",0,0,0,0,0,0,0,0,0
"13074",0,0,0,1,0,0,0,0,0
"13075",2,1,2,0,1,4,3,2,4
"13076",0,0,0,0,0,0,1,1,1
"13077",0,0,0,0,0,0,0,1,0
"13078",0,0,0,1,0,0,0,0,0
"13079",0,0,0,0,0,0,0,0,0
"13081",3,4,1,0,1,0,0,1,1
"13082",0,2,1,0,1,1,0,1,0
"13085",0,0,1,0,2,0,0,0,1
"13086",0,0,0,0,0,0,0,0,0
"13087",7,6,6,0,2,0,3,7,4
"13088",1,0,0,0,2,0,0,0,0
"13089",0,0,0,0,0,0,0,0,0
"13090",0,1,2,1,0,3,2,4,0
"13094",0,0,0,0,0,0,0,0,0
"13095",2,1,1,1,3,1,2,1,0
"13096",0,0,0,0,0,0,0,0,0
"13097",0,0,0,0,0,0,0,0,0
"13098",0,0,0,0,1,0,0,0,0
"13099",0,3,0,10,3,5,2,11,2
"13101",64,97,117,277,392,411,321,422,375
"13105",12,20,15,313,273,400,326,442,392
"13106",37,30,29,24,28,44,31,46,37
"13107",4,5,6,3,8,3,7,21,8
"13108",1,0,0,0,0,1,0,1,0
"13109",15,25,18,20,17,28,13,21,15
"13110",3925,4377,4079,8621,7451,10712,7208,8636,6731
"13112",1,23,9,0,0,0,1,0,0
"13113",6841,8514,10322,17547,16703,26412,13354,15357,12977
"13114",0,1,0,0,0,0,0,0,0
"13115",2,3,5,7,6,4,11,24,9
"13116",0,0,0,1,1,2,5,11,4
"13117",11,3,3,1,3,0,0,3,3
"13118",0,0,0,0,0,0,0,0,0
"13119",0,0,0,0,0,0,0,0,0
"13120",4199,3772,7220,1787,2242,2924,2147,2578,2130
"13121",6216,7555,6116,8906,7401,11223,4561,5013,4299
"13122",0,0,1,1,1,1,2,0,2
"13123",0,0,0,0,0,0,0,0,0
"13124",2,1,2,4,2,3,0,1,4
"13131",12,66,19,8,9,15,18,62,19
"13132",7,8,7,7,12,12,36,31,30
"13134",238,301,289,270,252,369,273,312,200
"13135",4151,4286,4152,4406,3976,4605,4294,6006,4161
"13136",152,230,182,207,303,300,255,294,218
"13137",2,0,1,1,3,8,3,4,3
"13138",7336,9573,7871,8249,7378,8818,8364,11089,6900
"13139",5453,6779,6731,5045,4841,6166,4361,5414,4456
"13142",2,3,1,3,2,3,5,10,3
"13143",1664,1963,1935,1295,1247,1650,1419,1933,1674
"13144",1913,1944,2158,2105,1929,2169,1973,2512,1902
"13162",0,0,1,0,0,0,1,0,0
"13163",1151,1262,1400,1329,1217,1434,1140,1560,1087
"13164",1,2,5,1,6,4,3,3,1
"13166",1,0,0,0,0,0,0,0,0
"13167",9927,9841,11412,9663,9034,13220,9542,11498,11416
"13168",16,12,13,8,15,15,10,14,11
"13169",4240,4915,4886,5289,4835,6210,4269,5578,4111
"13170",2270,1378,2966,1519,1663,2744,916,1183,1201
"13171",1970,2366,2450,2113,2006,2649,2136,2760,2019
"13172",0,0,0,0,0,0,0,0,0
"13175",87,162,118,169,116,160,146,191,91
"13176",15,13,9,16,12,20,9,26,13
"13177",4984,4991,5959,4150,3910,5179,3933,4804,4213
"13178",655,837,673,744,613,884,837,1175,694
"13179",1,1,1,0,1,0,1,1,2
"13180",1520,1489,1582,1752,1431,1879,1556,2113,1443
"13184",0,0,0,0,0,0,0,0,0
"13185",1365,1674,1535,1441,1292,1666,1284,1834,1289
"13190",47,54,69,53,83,92,48,94,89
"13191",5786,6763,6732,7115,6491,7999,6281,8406,5913
"13193",3,3,1,2,0,4,2,5,3
"13194",13092,15235,14887,14233,12902,16306,13832,17878,12902
"13195",3007,3027,3631,3591,3019,4135,2940,3544,3233
"13196",1803,2734,2330,1447,1238,1728,1267,1294,815
"13197",2681,3426,3142,1931,1751,2830,1736,2301,2015
"13198",428,389,434,755,725,887,619,795,575
"13199",0,2,3,2,4,3,5,9,10
"13200",6964,7614,7703,7778,6673,8304,7658,10042,6933
"13202",1098,1072,1162,1255,1239,1451,1300,1784,1287
"13204",5189,6351,6544,5497,4764,6857,6669,8467,6136
"13205",14614,19260,19782,17774,16933,23555,16169,20463,14959
"13206",2,4,1,0,5,0,4,5,5
"13207",33386,38945,43234,35576,33957,47624,34390,42201,34246
"13209",6826,8677,9191,7545,7243,9672,7895,9919,7018
"13211",6411,8259,7909,6912,6364,8974,7858,10238,7376
"13214",0,0,0,0,0,0,0,0,0
"13215",0,0,0,0,0,0,0,0,0
"13218",0,5,0,0,0,0,0,0,0
"13226",0,82,12,0,0,0,0,0,0
"13236",0,0,0,0,0,0,0,0,0
"13237",2,42,0,0,0,0,0,0,0
"13238",0,4,1,0,0,0,0,0,0
"13239",0,17,5,0,0,0,0,0,0
"13244",555,636,617,647,659,845,815,1070,754
"13340",126,107,106,158,152,177,185,238,104
"13345",0,0,0,0,0,0,0,0,0
"13346",0,1,0,0,1,0,0,0,0
"13347",994,1078,1078,1125,917,1152,1063,1479,967
